file_id,company,from_rel,to_rel,disposition,bucket,renamed,reason,ok
F00564,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Transaction Documents/Conversion to PBC/Step 2. Formation of Cambium Carbon PBC/Resolutions/Action by Written Consent of Sole Incorporator - Cambium Carbon PBC.docx,COMPANIES/Cambium/14_Historical_Superseded/Action by Written Consent of Sole Incorporator - Cambium Carbon PBC.docx,SUPERSEDED,14 Historical / Superseded,False,moved,True
F00565,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Transaction Documents/Conversion to PBC/Step 2. Formation of Cambium Carbon PBC/Resolutions/Action by Written Consent of Sole Incorporator - Cambium Carbon PBC.pdf,COMPANIES/Cambium/11_Impact_and_Climate/Action by Written Consent of Sole Incorporator - Cambium Carbon PBC.pdf,PLACED,11 Impact & Climate,False,moved,True
F00566,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Transaction Documents/Conversion to PBC/Step 2. Formation of Cambium Carbon PBC/Resolutions/Joint Action by Written Consent of the Board of Directors and Stockholders in Lieu of Initial Meeting - Cambium Carbon PBC.docx,COMPANIES/Cambium/14_Historical_Superseded/Joint Action by Written Consent of the Board of Directors and Stockholders in Lieu of Initial Meeting - Cambium Carbon PBC__F00566.docx,SUPERSEDED,14 Historical / Superseded,False,moved,True
F00567,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Transaction Documents/Conversion to PBC/Step 2. Formation of Cambium Carbon PBC/Resolutions/Joint Action by Written Consent of the Board of Directors and Stockholders in Lieu of Initial Meeting - Cambium Carbon PBC.pdf,COMPANIES/Cambium/11_Impact_and_Climate/Joint Action by Written Consent of the Board of Directors and Stockholders in Lieu of Initial Meeting - Cambium Carbon PBC.pdf,PLACED,11 Impact & Climate,False,moved,True
F00568,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Transaction Documents/Conversion to PBC/Step 3. Merger and Re-domestication/Drafts/Agreement and Plan of Merger - Cambium Carbon.docx,COMPANIES/Cambium/02_Financing_and_Legal/Agreement and Plan of Merger - Cambium Carbon.docx,PLACED,02 Financing & Legal,False,moved,True
F00569,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Transaction Documents/Conversion to PBC/Step 3. Merger and Re-domestication/Drafts/Articles of Merger - Cambium Carbon.docx,COMPANIES/Cambium/02_Financing_and_Legal/Articles of Merger - Cambium Carbon.docx,PLACED,02 Financing & Legal,False,moved,True
F00570,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Transaction Documents/Conversion to PBC/Step 3. Merger and Re-domestication/Drafts/Cert - DE corp(surv) + For LLC09.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Cert - DE corp(surv) + For LLC09.pdf,PLACED,02 Financing & Legal,False,moved,True
F00571,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Transaction Documents/Conversion to PBC/Step 3. Merger and Re-domestication/Drafts/Certificate of Merger Cambium Carbon.docx,COMPANIES/Cambium/02_Financing_and_Legal/Certificate of Merger Cambium Carbon.docx,PLACED,02 Financing & Legal,False,moved,True
F00572,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Transaction Documents/Conversion to PBC/Step 3. Merger and Re-domestication/For Execution/Agreement and Plan of Merger - Cambium Carbon.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Agreement and Plan of Merger - Cambium Carbon.pdf,PLACED,02 Financing & Legal,False,moved,True
F00573,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Transaction Documents/Conversion to PBC/Step 3. Merger and Re-domestication/For Execution/Articles of Merger - Cambium Carbon.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Articles of Merger - Cambium Carbon.pdf,PLACED,02 Financing & Legal,False,moved,True
F00574,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Company Minute Book and Corporate Records/Transaction Documents/Conversion to PBC/Step 3. Merger and Re-domestication/For Execution/Certificate of Merger Cambium Carbon.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Certificate of Merger Cambium Carbon.pdf,PLACED,02 Financing & Legal,False,moved,True
F00575,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Trademarks/CSW USPTO submission.pdf,COMPANIES/Cambium/02_Financing_and_Legal/CSW USPTO submission.pdf,PLACED,02 Financing & Legal,False,moved,True
F00576,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Trademarks/Carbon Smart Wood Trademark Filing Receipt.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Carbon Smart Wood Trademark Filing Receipt.pdf,PLACED,02 Financing & Legal,False,moved,True
F00577,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Trademarks/Traece USPTO Official Trademark.pdf,COMPANIES/Cambium/02_Financing_and_Legal/Traece USPTO Official Trademark.pdf,PLACED,02 Financing & Legal,False,moved,True
F00578,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Trademarks/USPTO Certificate of Registration – Traece.pdf,COMPANIES/Cambium/02_Financing_and_Legal/USPTO Certificate of Registration – Traece.pdf,PLACED,02 Financing & Legal,False,moved,True
F00579,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Legal (Supplementary Docs)/Trademarks/traece uspto.pdf,COMPANIES/Cambium/02_Financing_and_Legal/traece uspto.pdf,PLACED,02 Financing & Legal,False,moved,True
F00580,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Amazon - Central Hub Specs for Carbon Smart Wood.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Amazon - Central Hub Specs for Carbon Smart Wood.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00581,Cambium,"Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Letter of Intent (Mass Timber) _ SmartLam, Cambium_executed.pdf","COMPANIES/Cambium/09_Commercial_and_Customers/Letter of Intent (Mass Timber) _ SmartLam, Cambium_executed.pdf",PLACED,09 Commercial & Customers,False,moved,True
F00582,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Yellow Poplar CLT testing - Interim Report.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Yellow Poplar CLT testing - Interim Report.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00583,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Amazon - DALz Mass Timber Build/01 8160 - Wood Supply Chain Disclosure Requirements.docx,COMPANIES/Cambium/09_Commercial_and_Customers/01 8160 - Wood Supply Chain Disclosure Requirements.docx,PLACED,09 Commercial & Customers,False,moved,True
F00584,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Amazon - DALz Mass Timber Build/06 1719 CROSS LAMINATED TIMBER PANELS_draft_04.26.2024.docx,COMPANIES/Cambium/09_Commercial_and_Customers/06 1719 CROSS LAMINATED TIMBER PANELS_draft_04.26.2024.docx,PLACED,09 Commercial & Customers,False,moved,True
F00585,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Amazon - DALz Mass Timber Build/2023-12-07 Wood Product Sourcing Transparency Form DRAFT.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/2023-12-07 Wood Product Sourcing Transparency Form DRAFT.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00586,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Amazon - DALz Mass Timber Build/Break Room_DRAFT_08.20.2024.png,COMPANIES/Cambium/09_Commercial_and_Customers/Break Room_DRAFT_08.20.2024.png,PLACED,09 Commercial & Customers,False,moved,True
F00587,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Amazon - DALz Mass Timber Build/DALz Outdoor Materials.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/DALz Outdoor Materials.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00588,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Amazon - DALz Mass Timber Build/NASC CentralHub_Courtyard_Draft_sm_08.09.2024.jpg,COMPANIES/Cambium/09_Commercial_and_Customers/NASC CentralHub_Courtyard_Draft_sm_08.09.2024.jpg,PLACED,09 Commercial & Customers,False,moved,True
F00589,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Amazon - DALz Mass Timber Build/Outdoor courtyard_CANOPY PLAN_progress.png,COMPANIES/Cambium/09_Commercial_and_Customers/Outdoor courtyard_CANOPY PLAN_progress.png,PLACED,09 Commercial & Customers,False,moved,True
F00590,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Amazon - DALz Mass Timber Build/Outdoor courtyard_PLAN_progress.png,COMPANIES/Cambium/09_Commercial_and_Customers/Outdoor courtyard_PLAN_progress.png,PLACED,09 Commercial & Customers,False,moved,True
F00591,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Amazon - DALz Mass Timber Build/Security Area_cnc_DRAFT_08.20.2024.png,COMPANIES/Cambium/09_Commercial_and_Customers/Security Area_cnc_DRAFT_08.20.2024.png,PLACED,09 Commercial & Customers,False,moved,True
F00592,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/2024 Cambium Forecast Model.xlsx,COMPANIES/Cambium/09_Commercial_and_Customers/2024 Cambium Forecast Model.xlsx,PLACED,09 Commercial & Customers,False,moved,True
F00593,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/Active and Upcoming projects.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Active and Upcoming projects.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00594,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/Amazon Office Block Wood Fiber 2025 - 2026 - Total BDFT.xlsx,COMPANIES/Cambium/09_Commercial_and_Customers/Amazon Office Block Wood Fiber 2025 - 2026 - Total BDFT.xlsx,PLACED,09 Commercial & Customers,False,moved,True
F00595,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/Cambium - Brand Guidelines.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Cambium - Brand Guidelines.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00596,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/Cambium Brand Overview Feb 2024.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Cambium Brand Overview Feb 2024.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00597,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/Cambium Carbon GTM Strategy Outdoor Materials 2024.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Cambium Carbon GTM Strategy Outdoor Materials 2024.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00598,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/Carbon Smart Wood™ Presentation.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Carbon Smart Wood™ Presentation.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00599,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/Carbon Smart Wood™ Product Catalog 2024.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Carbon Smart Wood™ Product Catalog 2024.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00600,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/J. Crew Carbon Smart Wood Design Book.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/J. Crew Carbon Smart Wood Design Book.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00601,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/Logo-20240221T181231Z-001.zip,COMPANIES/Cambium/09_Commercial_and_Customers/Logo-20240221T181231Z-001.zip,PLACED,09 Commercial & Customers,False,moved,True
F00602,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/Lowe_s Carbon Smart Wood Collection.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Lowe_s Carbon Smart Wood Collection.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00603,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/Steelcase Bassline Collection Carbon Smart Wood.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Steelcase Bassline Collection Carbon Smart Wood.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00604,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/Amazon PO-2D-13419188_v1_20240321.gdoc,COMPANIES/Cambium/09_Commercial_and_Customers/Amazon PO-2D-13419188_v1_20240321.gdoc,PLACED,09 Commercial & Customers,False,moved,True
F00605,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/Amazon PO-2D-13419188_v1_20240321.pdf,COMPANIES/Cambium/14_Historical_Superseded/Amazon PO-2D-13419188_v1_20240321.pdf,SUPERSEDED,14 Historical / Superseded,False,moved,True
F00606,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/Amazon Production Order.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Amazon Production Order.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00607,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/Arbor Wood Production Order.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Arbor Wood Production Order.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00608,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/Emeco Production Order.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Emeco Production Order.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00609,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/Equinox Holdings via Madera PO.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Equinox Holdings via Madera PO.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00610,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/Equinox Production Order.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Equinox Production Order.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00611,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/Google PO  4100180009.PDF,COMPANIES/Cambium/09_Commercial_and_Customers/Google PO 4100180009.PDF,PLACED,09 Commercial & Customers,True,moved,True
F00612,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/Google PO 4100370673 Hangar 3.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Google PO 4100370673 Hangar 3.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00613,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/Heartwood CLT Production Order.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Heartwood CLT Production Order.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00614,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/InventWood Production Order.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/InventWood Production Order.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00615,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/Larimer County P002342 Cambium Carbon PBC P23-25 (2).PDF,COMPANIES/Cambium/09_Commercial_and_Customers/Larimer County P002342 Cambium Carbon PBC P23-25 (2).PDF,PLACED,09 Commercial & Customers,False,moved,True
F00616,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/Lowe_s Production Order.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Lowe_s Production Order.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00617,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/Room & Board Production Order.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Room & Board Production Order.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00618,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/Steelcase Production Order.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Steelcase Production Order.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00619,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/Vaagen Timbers Production Order.pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Vaagen Timbers Production Order.pdf,PLACED,09 Commercial & Customers,False,moved,True
F00620,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Sales (Supplementary Docs)/Sales & Marketing Collateral/POs & Contracts/Woodline Frisco - Signed Agreement (1).pdf,COMPANIES/Cambium/09_Commercial_and_Customers/Woodline Frisco - Signed Agreement (1).pdf,PLACED,09 Commercial & Customers,False,moved,True
F00621,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Technology (Supplementary Docs)/2024 Technology Roadmap.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/2024 Technology Roadmap.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00622,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Technology (Supplementary Docs)/Tech Stack & Ops Stack 2024.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Tech Stack & Ops Stack 2024.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00623,Cambium,Diligence/Cost Parity/Cambium Data Room 2024 _ Supplemental Documentation 2/Technology (Supplementary Docs)/Traece Overview and Links.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Traece Overview and Links.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00624,Cambium,Diligence/Culture Index/Cambium Carbon - Culture Index.gdoc,COMPANIES/Cambium/14_Historical_Superseded/Cambium Carbon - Culture Index.gdoc,SUPERSEDED,14 Historical / Superseded,False,moved,True
F00625,Cambium,Diligence/Culture Index/Cambium Carbon - Culture Index.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Cambium Carbon - Culture Index.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00626,Cambium,Diligence/Culture Index/Culture Index Report - Cambium - Ben.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Culture Index Report - Cambium - Ben.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00627,Cambium,Diligence/Culture Index/Culture Index Report - Cambium - Marisa.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Culture Index Report - Cambium - Marisa.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00628,Cambium,Diligence/Culture Index/Culture Index Report - Cambium - Theo.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Culture Index Report - Cambium - Theo.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00629,Cambium,Diligence/Financials/Cambium Carbon - Valuation Analyses.xlsx,COMPANIES/Cambium/04_Financials_and_Models/Cambium Carbon - Valuation Analyses.xlsx,PLACED,04 Financials & Models,False,moved,True
F00630,Cambium,Diligence/Financials/Cambium Carbon Series A V7.1.xlsx,COMPANIES/Cambium/04_Financials_and_Models/Cambium Carbon Series A V7.1.xlsx,PLACED,04 Financials & Models,False,moved,True
F00631,Cambium,Diligence/Funding History/Cambium+Funding+History.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Cambium+Funding+History.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00632,Cambium,Diligence/Funding History/2022 SAFEs/81C- MRL Side Letter Cambium Carbon Seed SAFE Financing_FINAL.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/81C- MRL Side Letter Cambium Carbon Seed SAFE Financing_FINAL.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00633,Cambium,Diligence/Funding History/2022 SAFEs/BluePool - MRL Side Letter Cambium Carbon Seed SAFE Financing_FINAL certificate.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/BluePool - MRL Side Letter Cambium Carbon Seed SAFE Financing_FINAL certificate.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00634,Cambium,Diligence/Funding History/2022 SAFEs/BluePool - MRL Side Letter Cambium Carbon Seed SAFE Financing_FINAL signed.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/BluePool - MRL Side Letter Cambium Carbon Seed SAFE Financing_FINAL signed.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00635,Cambium,Diligence/Funding History/2022 SAFEs/MaC VC - MRL Side Letter Cambium Carbon Seed SAFE Financing certificate.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/MaC VC - MRL Side Letter Cambium Carbon Seed SAFE Financing certificate.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00636,Cambium,Diligence/Funding History/2022 SAFEs/MaC VC Cambium_SeedRound_SAFE_Final signed.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/MaC VC Cambium_SeedRound_SAFE_Final signed.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00637,Cambium,Diligence/Funding History/2022 SAFEs/Postmoney Safe - Valuation Cap Only_81Collective signed.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Postmoney Safe - Valuation Cap Only_81Collective signed.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00638,Cambium,Diligence/Funding History/2022 SAFEs/Postmoney Safe - Valuation Cap Only_BluePool_Final certificate.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Postmoney Safe - Valuation Cap Only_BluePool_Final certificate.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00639,Cambium,Diligence/Funding History/2022 SAFEs/Postmoney Safe - Valuation Cap Only_BluePool_Final signed.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Postmoney Safe - Valuation Cap Only_BluePool_Final signed.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00640,Cambium,Diligence/Funding History/2022 SAFEs/Postmoney Safe - Valuation Cap Only_Soma certificate.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Postmoney Safe - Valuation Cap Only_Soma certificate.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00641,Cambium,Diligence/Funding History/2022 SAFEs/Postmoney Safe - Valuation Cap Only_Soma signed.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Postmoney Safe - Valuation Cap Only_Soma signed.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00642,Cambium,Diligence/Funding History/2022 SAFEs/Seed Round SAFE_AlumniVentures signed.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Seed Round SAFE_AlumniVentures signed.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00643,Cambium,Diligence/Funding History/2022 SAFEs/Seed Round SAFE_AlumniVentures.pdf,COMPANIES/Cambium/14_Historical_Superseded/Seed Round SAFE_AlumniVentures__F00643.pdf,SUPERSEDED,14 Historical / Superseded,False,moved,True
F00644,Cambium,Diligence/Funding History/2022 SAFEs/Revolution-Rise of the Rest/Executed - Cambium Carbon_ROTR II_Investment Letter Agreement_SAFE.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Executed - Cambium Carbon_ROTR II_Investment Letter Agreement_SAFE.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00645,Cambium,Diligence/Funding History/2022 SAFEs/Revolution-Rise of the Rest/Executed - SAFE - Cambium Carbon PBC - Revolution.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Executed - SAFE - Cambium Carbon PBC - Revolution.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00646,Cambium,Diligence/Funding History/2023 Seed +/  Blue Pool Capital - Pre-Money SAFE Financing Form (Cap and Discount)signed.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Blue Pool Capital - Pre-Money SAFE Financing Form (Cap and Discount)signed.pdf,PLACED,10 Technical & Diligence,True,moved,True
F00647,Cambium,Diligence/Funding History/2023 Seed +/Alumni Ventures - Pre-Money SAFE Financing Form (Cap and Discount) _ signed.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/Alumni Ventures - Pre-Money SAFE Financing Form (Cap and Discount) _ signed.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00648,Cambium,Diligence/Funding History/2023 Seed +/BOARD CONSENT – SEED +.pdf,COMPANIES/Cambium/10_Technical_and_Diligence/BOARD CONSENT – SEED +.pdf,PLACED,10 Technical & Diligence,False,moved,True
